"sales_order_id","sales_order_number","document_date","customer_id","customer_name","line_number","product_id","product_code","product_name","quantity","unit","standard_price","discount_rate","actual_price","subtotal_amount","order_status","document_status","transaction_type","sales_department","salesperson","planned_delivery_date","is_urgent","contract_number","project_name","end_customer","quotation_number","notes","created_date","status"
SO0000345,SO-202404-00146,"2025-04-14","10023",西安农兴农资科技有限公司,20,P0009,UAV-BF-IND-H20,UAV-BF-IND-H20,8,台,45999,"14.5%",39329,314633,已发货,已确认,项目销售,销售一部,谢文,"2025-05-18",否,HT-2024-080,西安农兴农资科技有限公司设备采购项目,西安农兴农资科技有限公司,QT-202404-00536,"","2025-04-14",Active
SO0000346,SO-202404-00146,"2025-04-14","10023",西安农兴农资科技有限公司,30,P0006,UAV-JF-ENT-AG,UAV-JF-ENT-AG,4,台,22999,"12.4%",20147,80588,已发货,已确认,项目销售,销售一部,谢文,"2025-06-12",否,HT-2024-080,西安农兴农资科技有限公司设备采购项目,西安农兴农资科技有限公司,QT-202404-00536,"","2025-04-14",Active
SO0000347,SO-202305-00147,"2025-05-20","10023",西安农兴农资科技有限公司,10,P0009,UAV-BF-IND-H20,UAV-BF-IND-H20,19,台,45999,"13.8%",39651,753372,已发货,已确认,项目销售,销售一部,钱进,"2025-06-24",否,HT-2023-387,西安农兴农资科技有限公司设备采购项目,西安农兴农资科技有限公司,QT-202305-00610,"","2025-05-20",Active
SO0000348,SO-202305-00147,"2025-05-20","10023",西安农兴农资科技有限公司,20,P0006,UAV-JF-ENT-AG,UAV-JF-ENT-AG,5,台,22999,"7.5%",21274,106370,已发货,已确认,项目销售,销售一部,钱进,"2025-06-30",否,HT-2023-387,西安农兴农资科技有限公司设备采购项目,西安农兴农资科技有限公司,QT-202305-00610,"","2025-05-20",Active
SO0000349,SO-202305-00147,"2025-05-20","10023",西安农兴农资科技有限公司,30,P0010,UAV-BF-IND-H30,UAV-BF-IND-H30,19,台,58999,"8.3%",54102,1027940,已发货,已确认,项目销售,销售一部,钱进,"2025-07-07",否,HT-2023-387,西安农兴农资科技有限公司设备采购项目,西安农兴农资科技有限公司,QT-202305-00610,"","2025-05-20",Active
SO0000350,SO-202403-00148,"2025-03-01","10024",西安丰收农资技术有限公司,10,P0010,UAV-BF-IND-H30,UAV-BF-IND-H30,4,台,58999,"0.0%",58999,235996,已发货,已确认,直销,销售一部,杨帆,"2025-04-27",否,"","",西安丰收农资技术有限公司,QT-202402-00578,"","2025-03-01",Active
SO0000351,SO-202401-00149,"2025-01-23","10024",西安丰收农资技术有限公司,10,P0009,UAV-BF-IND-H20,UAV-BF-IND-H20,4,台,45999,"0.0%",45999,183996,已发货,已确认,直销,销售一部,周杰,"2025-02-21",否,"","",西安丰收农资技术有限公司,QT-202401-00566,"","2025-01-23",Active
SO0000352,SO-202401-00149,"2025-01-23","10024",西安丰收农资技术有限公司,20,P0010,UAV-BF-IND-H30,UAV-BF-IND-H30,1,台,58999,"0.0%",58999,58999,已发货,已确认,直销,销售一部,周杰,"2025-02-23",否,"","",西安丰收农资技术有限公司,QT-202401-00566,"","2025-01-23",Active
SO0000353,SO-202404-00150,"2025-04-04","10024",西安丰收农资技术有限公司,10,P0010,UAV-BF-IND-H30,UAV-BF-IND-H30,3,台,58999,"0.0%",58999,176997,已发货,已确认,直销,销售一部,杨帆,"2025-05-24",否,"","",西安丰收农资技术有限公司,QT-202403-00565,"","2025-04-04",Active
SO0000354,SO-202404-00150,"2025-04-04","10024",西安丰收农资技术有限公司,20,P0006,UAV-JF-ENT-AG,UAV-JF-ENT-AG,2,台,22999,"0.0%",22999,45998,已发货,已确认,直销,销售一部,杨帆,"2025-05-31",否,"","",西安丰收农资技术有限公司,QT-202403-00565,"","2025-04-04",Active
SO0000355,SO-202405-00151,"2025-05-18","10024",西安丰收农资技术有限公司,10,P0010,UAV-BF-IND-H30,UAV-BF-IND-H30,1,台,58999,"0.0%",58999,58999,已发货,已确认,直销,销售一部,杨帆,"2025-06-06",是,"","",西安丰收农资技术有限公司,QT-202405-00539,"","2025-05-18",Active
SO0000356,SO-202403-00152,"2025-03-17","10024",西安丰收农资技术有限公司,10,P0006,UAV-JF-ENT-AG,UAV-JF-ENT-AG,1,台,22999,"0.0%",22999,22999,已发货,已确认,直销,销售一部,张伟,"2025-05-13",是,"","",西安丰收农资技术有限公司,QT-202403-00550,"","2025-03-17",Active
SO0000357,SO-202403-00152,"2025-03-17","10024",西安丰收农资技术有限公司,20,P0010,UAV-BF-IND-H30,UAV-BF-IND-H30,2,台,58999,"0.0%",58999,117998,已发货,已确认,直销,销售一部,张伟,"2025-04-30",是,"","",西安丰收农资技术有限公司,QT-202403-00550,"","2025-03-17",Active
SO0000358,SO-202404-00153,"2025-04-19","10025",郑州绿洲农业服务有限公司,10,P0006,UAV-JF-ENT-AG,UAV-JF-ENT-AG,8,台,22999,"12.9%",20032,160257,已发货,已确认,项目销售,销售一部,李娜,"2025-06-10",否,HT-2024-398,郑州绿洲农业服务有限公司设备采购项目,郑州绿洲农业服务有限公司,QT-202404-00153,"","2025-04-19",Active
SO0000359,SO-202404-00153,"2025-04-19","10025",郑州绿洲农业服务有限公司,20,P0009,UAV-BF-IND-H20,UAV-BF-IND-H20,15,台,45999,"7.4%",42595,638926,已发货,已确认,项目销售,销售一部,李娜,"2025-05-23",否,HT-2024-398,郑州绿洲农业服务有限公司设备采购项目,郑州绿洲农业服务有限公司,QT-202404-00153,"","2025-04-19",Active
SO0000360,SO-202404-00153,"2025-04-19","10025",郑州绿洲农业服务有限公司,30,P0010,UAV-BF-IND-H30,UAV-BF-IND-H30,19,台,58999,"8.4%",54043,1026819,已发货,已确认,项目销售,销售一部,李娜,"2025-06-05",否,HT-2024-398,郑州绿洲农业服务有限公司设备采购项目,郑州绿洲农业服务有限公司,QT-202404-00153,"","2025-04-19",Active
SO0000361,SO-202309-00154,"2025-09-14","10025",郑州绿洲农业服务有限公司,10,P0006,UAV-JF-ENT-AG,UAV-JF-ENT-AG,8,台,22999,"11.1%",20446,163569,已取消,已取消,直销,销售一部,冯涛,"2025-10-27",否,"","",郑州绿洲农业服务有限公司,QT-202309-00533,"","2025-09-14",Active
SO0000362,SO-202309-00154,"2025-09-14","10025",郑州绿洲农业服务有限公司,20,P0010,UAV-BF-IND-H30,UAV-BF-IND-H30,6,台,58999,"7.2%",54751,328506,已取消,已取消,直销,销售一部,冯涛,"2025-10-11",否,"","",郑州绿洲农业服务有限公司,QT-202309-00533,"","2025-09-14",Active
SO0000363,SO-202304-00155,"2025-04-29","10025",郑州绿洲农业服务有限公司,10,P0009,UAV-BF-IND-H20,UAV-BF-IND-H20,10,台,45999,"8.1%",42273,422731,已发货,已确认,项目销售,销售一部,曹磊,"2025-06-19",否,HT-2023-480,郑州绿洲农业服务有限公司设备采购项目,郑州绿洲农业服务有限公司,QT-202304-00580,"","2025-04-29",Active
SO0000364,SO-202304-00155,"2025-04-29","10025",郑州绿洲农业服务有限公司,20,P0010,UAV-BF-IND-H30,UAV-BF-IND-H30,8,台,58999,"13.5%",51034,408273,已发货,已确认,项目销售,销售一部,曹磊,"2025-05-20",否,HT-2023-480,郑州绿洲农业服务有限公司设备采购项目,郑州绿洲农业服务有限公司,QT-202304-00580,"","2025-04-29",Active
SO0000365,SO-202407-00156,"2025-07-16","10025",郑州绿洲农业服务有限公司,10,P0006,UAV-JF-ENT-AG,UAV-JF-ENT-AG,10,台,22999,"13.1%",19986,199861,已发货,已确认,项目销售,销售一部,曹磊,"2025-08-01",否,HT-2024-027,沈阳市农业合作社应用项目,郑州绿洲农业服务有限公司,QT-202407-00156,"","2025-07-16",Active
SO0000366,SO-202407-00156,"2025-07-16","10025",郑州绿洲农业服务有限公司,20,P0010,UAV-BF-IND-H30,UAV-BF-IND-H30,20,台,58999,"8.4%",54043,1080862,已发货,已确认,项目销售,销售一部,曹磊,"2025-08-28",否,HT-2024-027,沈阳市农业合作社应用项目,郑州绿洲农业服务有限公司,QT-202407-00156,"","2025-07-16",Active
SO0000367,SO-202303-00157,"2025-03-03","10025",郑州绿洲农业服务有限公司,10,P0009,UAV-BF-IND-H20,UAV-BF-IND-H20,16,台,45999,"10.7%",41077,657234,已发货,已确认,项目销售,销售一部,吴磊,"2025-03-27",否,HT-2023-298,沈阳市农业合作社应用项目,郑州绿洲农业服务有限公司,QT-202302-00398,"","2025-03-03",Active
SO0000368,SO-202303-00157,"2025-03-03","10025",郑州绿洲农业服务有限公司,20,P0006,UAV-JF-ENT-AG,UAV-JF-ENT-AG,9,台,22999,"10.0%",20699,186292,已发货,已确认,项目销售,销售一部,吴磊,"2025-04-19",否,HT-2023-298,沈阳市农业合作社应用项目,郑州绿洲农业服务有限公司,QT-202302-00398,"","2025-03-03",Active
SO0000369,SO-202303-00157,"2025-03-03","10025",郑州绿洲农业服务有限公司,30,P0010,UAV-BF-IND-H30,UAV-BF-IND-H30,15,台,58999,"14.5%",50444,756662,已发货,已确认,项目销售,销售一部,吴磊,"2025-04-04",否,HT-2023-298,沈阳市农业合作社应用项目,郑州绿洲农业服务有限公司,QT-202302-00398,"","2025-03-03",Active
SO0000370,SO-202303-00158,"2025-03-13","10025",郑州绿洲农业服务有限公司,10,P0006,UAV-JF-ENT-AG,UAV-JF-ENT-AG,14,台,22999,"5.7%",21688,303633,已发货,已确认,项目销售,销售一部,陈静,"2025-04-09",否,HT-2023-389,沈阳市农业合作社应用项目,郑州绿洲农业服务有限公司,QT-202303-00605,"","2025-03-13",Active
SO0000371,SO-202303-00158,"2025-03-13","10025",郑州绿洲农业服务有限公司,20,P0010,UAV-BF-IND-H30,UAV-BF-IND-H30,14,台,58999,"13.1%",51270,717782,已发货,已确认,项目销售,销售一部,陈静,"2025-04-08",否,HT-2023-389,沈阳市农业合作社应用项目,郑州绿洲农业服务有限公司,QT-202303-00605,"","2025-03-13",Active
SO0000372,SO-202303-00158,"2025-03-13","10025",郑州绿洲农业服务有限公司,30,P0009,UAV-BF-IND-H20,UAV-BF-IND-H20,13,台,45999,"9.7%",41537,539982,已发货,已确认,项目销售,销售一部,陈静,"2025-04-28",否,HT-2023-389,沈阳市农业合作社应用项目,郑州绿洲农业服务有限公司,QT-202303-00605,"","2025-03-13",Active
SO0000373,SO-202305-00159,"2025-05-09","10025",郑州绿洲农业服务有限公司,10,P0006,UAV-JF-ENT-AG,UAV-JF-ENT-AG,4,台,22999,"12.8%",20055,80221,已发货,已确认,项目销售,销售一部,刘洋,"2025-05-27",否,HT-2023-178,郑州绿洲农业服务有限公司设备采购项目,郑州绿洲农业服务有限公司,QT-202304-00595,"","2025-05-09",Active
SO0000374,SO-202305-00159,"2025-05-09","10025",郑州绿洲农业服务有限公司,20,P0010,UAV-BF-IND-H30,UAV-BF-IND-H30,6,台,58999,"9.2%",53571,321427,已发货,已确认,项目销售,销售一部,刘洋,"2025-06-08",否,HT-2023-178,郑州绿洲农业服务有限公司设备采购项目,郑州绿洲农业服务有限公司,QT-202304-00595,"","2025-05-09",Active
SO0000375,SO-202305-00159,"2025-05-09","10025",郑州绿洲农业服务有限公司,30,P0009,UAV-BF-IND-H20,UAV-BF-IND-H20,7,台,45999,"9.7%",41537,290760,已发货,已确认,项目销售,销售一部,刘洋,"2025-06-10",否,HT-2023-178,郑州绿洲农业服务有限公司设备采购项目,郑州绿洲农业服务有限公司,QT-202304-00595,"","2025-05-09",Active
SO0000376,SO-202403-00160,"2025-03-18","10025",郑州绿洲农业服务有限公司,10,P0010,UAV-BF-IND-H30,UAV-BF-IND-H30,17,台,58999,"14.0%",50739,862565,已发货,已确认,项目销售,销售一部,李娜,"2025-05-16",否,HT-2024-098,沈阳市农业合作社应用项目,郑州绿洲农业服务有限公司,QT-202403-00551,"","2025-03-18",Active
SO0000377,SO-202403-00160,"2025-03-18","10025",郑州绿洲农业服务有限公司,20,P0009,UAV-BF-IND-H20,UAV-BF-IND-H20,13,台,45999,"10.0%",41399,538188,已发货,已确认,项目销售,销售一部,李娜,"2025-04-12",否,HT-2024-098,沈阳市农业合作社应用项目,郑州绿洲农业服务有限公司,QT-202403-00551,"","2025-03-18",Active
SO0000378,SO-202403-00160,"2025-03-18","10025",郑州绿洲农业服务有限公司,30,P0006,UAV-JF-ENT-AG,UAV-JF-ENT-AG,15,台,22999,"13.0%",20009,300137,已发货,已确认,项目销售,销售一部,李娜,"2025-05-12",否,HT-2024-098,沈阳市农业合作社应用项目,郑州绿洲农业服务有限公司,QT-202403-00551,"","2025-03-18",Active
SO0000379,SO-202310-00161,"2025-10-09","10025",郑州绿洲农业服务有限公司,10,P0010,UAV-BF-IND-H30,UAV-BF-IND-H30,8,台,58999,"13.1%",51270,410161,已发货,已确认,项目销售,销售一部,贾斌,"2025-12-07",否,HT-2023-420,郑州绿洲农业服务有限公司设备采购项目,郑州绿洲农业服务有限公司,QT-202310-00161,"","2025-10-09",Active
SO0000380,SO-202310-00161,"2025-10-09","10025",郑州绿洲农业服务有限公司,20,P0009,UAV-BF-IND-H20,UAV-BF-IND-H20,20,台,45999,"7.6%",42503,850062,已发货,已确认,项目销售,销售一部,贾斌,"2025-12-07",否,HT-2023-420,郑州绿洲农业服务有限公司设备采购项目,郑州绿洲农业服务有限公司,QT-202310-00161,"","2025-10-09",Active
SO0000381,SO-202310-00161,"2025-10-09","10025",郑州绿洲农业服务有限公司,30,P0006,UAV-JF-ENT-AG,UAV-JF-ENT-AG,6,台,22999,"13.3%",19940,119641,已发货,已确认,项目销售,销售一部,贾斌,"2025-12-06",否,HT-2023-420,郑州绿洲农业服务有限公司设备采购项目,郑州绿洲农业服务有限公司,QT-202310-00161,"","2025-10-09",Active
SO0000382,SO-202401-00162,"2025-01-24","10025",郑州绿洲农业服务有限公司,10,P0006,UAV-JF-ENT-AG,UAV-JF-ENT-AG,8,台,22999,"6.0%",21619,172952,已发货,已确认,项目销售,销售一部,陈静,"2025-02-17",否,HT-2024-370,"2024年沈阳市农业项目",郑州绿洲农业服务有限公司,QT-202401-00567,"","2025-01-24",Active
SO0000383,SO-202401-00162,"2025-01-24","10025",郑州绿洲农业服务有限公司,20,P0010,UAV-BF-IND-H30,UAV-BF-IND-H30,5,台,58999,"8.3%",54102,270510,已发货,已确认,项目销售,销售一部,陈静,"2025-03-06",否,HT-2024-370,"2024年沈阳市农业项目",郑州绿洲农业服务有限公司,QT-202401-00567,"","2025-01-24",Active
SO0000384,SO-202306-00163,"2025-06-07","10025",郑州绿洲农业服务有限公司,10,P0006,UAV-JF-ENT-AG,UAV-JF-ENT-AG,4,台,22999,"13.3%",19940,79761,已发货,已确认,项目销售,销售一部,贾斌,"2025-06-22",否,HT-2023-338,"2023年沈阳市农业项目",郑州绿洲农业服务有限公司,QT-202305-00621,"","2025-06-07",Active
SO0000385,SO-202306-00163,"2025-06-07","10025",郑州绿洲农业服务有限公司,20,P0010,UAV-BF-IND-H30,UAV-BF-IND-H30,16,台,58999,"5.3%",55872,893953,已发货,已确认,项目销售,销售一部,贾斌,"2025-07-29",否,HT-2023-338,"2023年沈阳市农业项目",郑州绿洲农业服务有限公司,QT-202305-00621,"","2025-06-07",Active
SO0000386,SO-202306-00163,"2025-06-07","10025",郑州绿洲农业服务有限公司,30,P0009,UAV-BF-IND-H20,UAV-BF-IND-H20,5,台,45999,"10.1%",41353,206766,已发货,已确认,项目销售,销售一部,贾斌,"2025-07-07",否,HT-2023-338,"2023年沈阳市农业项目",郑州绿洲农业服务有限公司,QT-202305-00621,"","2025-06-07",Active
SO0000387,SO-202305-00164,"2025-05-03","10025",郑州绿洲农业服务有限公司,10,P0006,UAV-JF-ENT-AG,UAV-JF-ENT-AG,12,台,22999,"8.2%",21113,253357,已发货,已确认,项目销售,销售一部,赵敏,"2025-06-05",否,HT-2023-320,沈阳市农业合作社应用项目,郑州绿洲农业服务有限公司,QT-202304-00596,"","2025-05-03",Active
SO0000388,SO-202305-00164,"2025-05-03","10025",郑州绿洲农业服务有限公司,20,P0010,UAV-BF-IND-H30,UAV-BF-IND-H30,12,台,58999,"9.7%",53276,639313,已发货,已确认,项目销售,销售一部,赵敏,"2025-05-28",否,HT-2023-320,沈阳市农业合作社应用项目,郑州绿洲农业服务有限公司,QT-202304-00596,"","2025-05-03",Active
SO0000389,SO-202305-00164,"2025-05-03","10025",郑州绿洲农业服务有限公司,30,P0009,UAV-BF-IND-H20,UAV-BF-IND-H20,9,台,45999,"7.2%",42687,384184,已发货,已确认,项目销售,销售一部,赵敏,"2025-05-24",否,HT-2023-320,沈阳市农业合作社应用项目,郑州绿洲农业服务有限公司,QT-202304-00596,"","2025-05-03",Active
SO0000390,SO-202303-00165,"2025-03-14","10025",郑州绿洲农业服务有限公司,10,P0010,UAV-BF-IND-H30,UAV-BF-IND-H30,10,台,58999,"7.7%",54456,544561,已发货,已确认,直销,销售一部,张伟,"2025-05-02",否,"","",郑州绿洲农业服务有限公司,QT-202303-00165,"","2025-03-14",Active
SO0000391,SO-202303-00165,"2025-03-14","10025",郑州绿洲农业服务有限公司,20,P0009,UAV-BF-IND-H20,UAV-BF-IND-H20,7,台,45999,"8.4%",42135,294946,已发货,已确认,直销,销售一部,张伟,"2025-04-14",否,"","",郑州绿洲农业服务有限公司,QT-202303-00165,"","2025-03-14",Active
SO0000392,SO-202303-00165,"2025-03-14","10025",郑州绿洲农业服务有限公司,30,P0006,UAV-JF-ENT-AG,UAV-JF-ENT-AG,8,台,22999,"10.4%",20607,164857,已发货,已确认,直销,销售一部,张伟,"2025-04-20",否,"","",郑州绿洲农业服务有限公司,QT-202303-00165,"","2025-03-14",Active
SO0000393,SO-202404-00166,"2025-04-23","10025",郑州绿洲农业服务有限公司,10,P0010,UAV-BF-IND-H30,UAV-BF-IND-H30,4,台,58999,"12.3%",51742,206968,已发货,已确认,直销,销售一部,李娜,"2025-06-10",否,"","",郑州绿洲农业服务有限公司,QT-202404-00537,"","2025-04-23",Active
SO0000394,SO-202404-00166,"2025-04-23","10025",郑州绿洲农业服务有限公司,20,P0009,UAV-BF-IND-H20,UAV-BF-IND-H20,3,台,45999,"13.5%",39789,119367,已发货,已确认,直销,销售一部,李娜,"2025-06-03",否,"","",郑州绿洲农业服务有限公司,QT-202404-00537,"","2025-04-23",Active
SO0000395,SO-202404-00166,"2025-04-23","10025",郑州绿洲农业服务有限公司,30,P0006,UAV-JF-ENT-AG,UAV-JF-ENT-AG,6,台,22999,"8.4%",21067,126402,已发货,已确认,直销,销售一部,李娜,"2025-05-17",否,"","",郑州绿洲农业服务有限公司,QT-202404-00537,"","2025-04-23",Active
SO0000396,SO-202403-00167,"2025-03-30","10025",郑州绿洲农业服务有限公司,10,P0009,UAV-BF-IND-H20,UAV-BF-IND-H20,18,台,45999,"11.4%",40755,733592,已发货,已确认,项目销售,销售一部,杨帆,"2025-04-19",否,HT-2024-286,沈阳市农业合作社应用项目,郑州绿洲农业服务有限公司,QT-202403-00167,"","2025-03-30",Active
SO0000397,SO-202403-00167,"2025-03-30","10025",郑州绿洲农业服务有限公司,20,P0006,UAV-JF-ENT-AG,UAV-JF-ENT-AG,6,台,22999,"5.8%",21665,129990,已发货,已确认,项目销售,销售一部,杨帆,"2025-05-08",否,HT-2024-286,沈阳市农业合作社应用项目,郑州绿洲农业服务有限公司,QT-202403-00167,"","2025-03-30",Active
SO0000398,SO-202403-00167,"2025-03-30","10025",郑州绿洲农业服务有限公司,30,P0010,UAV-BF-IND-H30,UAV-BF-IND-H30,8,台,58999,"5.3%",55872,446976,已发货,已确认,项目销售,销售一部,杨帆,"2025-05-24",否,HT-2024-286,沈阳市农业合作社应用项目,郑州绿洲农业服务有限公司,QT-202403-00167,"","2025-03-30",Active
SO0000399,SO-202412-00168,"2025-12-20","10026",大连农兴植保有限公司,10,P0010,UAV-BF-IND-H30,UAV-BF-IND-H30,3,台,58999,"0.0%",58999,176997,已发货,已确认,直销,销售一部,蒋敏,"2025-12-23",否,"","",大连农兴植保有限公司,QT-202412-00518,"","2025-12-20",Active
